"8970","T37.9","Leki przeciw zakażeniu i przeciwpasożytnicze, nie określone "
"8971","T38","Zatrucia hormonami i ich syntetycznymi substytutami oraz antagonistami, niesklasyfikowanymi gdzie indziej"
"8972","T38.0","Glikokortykosteroidy i ich syntetyczne analogi"
"8973","T38.1","Hormony tarczycy i ich odpowiedniki"
"8974","T38.2","Leki przeciwtarczycowe"
"8975","T38.3","Insulina i doustne środki hipoglikemiczne (przeciwcukrzycowe) "
"8976","T38.4","Doustne środki antykoncepcyjne"
"8977","T38.5","Inne estrogeny i progestageny"
"8978","T38.6","Leki przeciwgonadotropinowe, przeciwestrogenowe i przeciwandrogenowe niesklasyfikowane gdzie indziej"
"8979","T38.7","Androgeny i pokrewne anaboliki"
"8980","T38.8","Inne nieokreślone hormony i ich syntetyczne odpowiedniki "
"8981","T38.9","Inni i nieokreśleni antagoniści hormonów"
"8982","T39","Zatrucie nieopioidowymi środkami przeciwbólowymi, przeciwgorączkowymi i przeciwreumatycznymi"
"8983","T39.0","Salicylany"
"8984","T39.1","Pochodne 4-aminofenolu"
"8985","T39.2","Pochodne pyrazolonu"
"8986","T39.3","Inne niesteroidowe leki przeciwzapalne"
"8987","T39.4","Leki przeciwreumatyczne, niesklasyfikowane gdzie indziej "
"8988","T39.8","Inne nieopioidowe leki przeciwbólowe, przeciwgorączkowe i przeciwzapalne niesklasyfikowane gdzie indziej"
"8989","T39.9","Nieopioidowe środki przeciwbólowe, przeciwgorączkowe i przeciwreumatyczne, nie określone"
"8990","T40","Zatrucie środkami narkotycznymi i psychodysleptycznymi (halucynogennymi)"
"8991","T40.0","Opium"
"8992","T40.1","Heroina"
"8993","T40.2","Inne opioidy"
"8994","T40.3","Metadon"
"8995","T40.4","Inne narkotyki syntetyczne"
"8996","T40.5","Kokaina"
"8997","T40.6","Inne, nieokreślone narkotyki"
"8998","T40.7","Pochodne Cannabis"
"8999","T40.8","Lisergid (LSD)"
"9000","T40.9","Inne, nieokreślone leki psychodysleptyczne (halucynogenne) "
"9001","T41","Zatrucie środkami znieczulającymi wziewnymi i gazami leczniczymi "
"9002","T41.0","Wziewne środki znieczulające"
"9003","T41.1","Dożylne środki znieczulające"
"9004","T41.2","Inne, nieokreślone środki do znieczulenia ogólnego"
"9005","T41.3","Środki znieczulające stosowane miejscowo"
"9006","T41.4","Środki znieczulające, nie określone"
"9007","T41.5","Gazy lecznicze"
"9008","T42","Zatrucie lekami przeciwpadaczkowymi, uspokajająco-nasennymi i przeciw chorobie Parkinsona"
"9009","T42.0","Pochodne hydantoiny"
"9010","T42.1","Iminostilbeny"
"9011","T42.2","Pochodne kwasu bursztynowego i oksazolidynodiony"
"9012","T42.3","Barbiturany"
"9013","T42.4","Benzodwuazepiny"
"9014","T42.5","Mieszane leki przeciwpadaczkowe, niesklasyfikowane gdzie indziej"
"9015","T42.6","Inne leki przeciwpadaczkowe i uspokajająco-nasenne"
"9016","T42.7","Leki przeciwpadaczkowe i uspokajająco-nasenne, nie określone "
"9017","T42.8","Leki przeciw chorobie Parkinsona i inne działające ośrodkowo depresyjnie na napięcie mięśni"
"9018","T43","Zatrucie lekami psychotropowymi, niesklasyfikowanymi gdzie indziej"
"9019","T43.0","Leki przeciwdepresyjne trój- i czterocykliczne"
"9020","T43.1","Przeciwdepresyjne inhibitory monoaminopksydazy"
"9021","T43.2","Inne i nieokreślone leki przeciwdepresyjne"
"9022","T43.3","Przeciwpsychotyczne i neuroleptyczne pochodne fenotiazyny "
"9023","T43.4","Leki neuroleptyczne pochodne butyrofenonu i tioksantenu"
"9024","T43.5","Inne i nieokreślone leki przeciwpsychotyczne i neuroleptyczne "
"9025","T43.6","Leki pobudzające układ nerwowy mogące powodować nadużycia "
"9026","T43.8","Inne leki psychotropowe, niesklasyfikowane gdzie indziej "
"9027","T43.9","Lek psychotropowy, nie określony"
"9028","T44","Zatrucie lekami pierwotnie działającymi na autonomiczny układ nerwowy"
"9029","T44.0","Środki blokujące esterazę cholinową"
"9030","T44.1","Inne leki parasympatykomimetyczne (cholinergiczne)"
"9031","T44.2","Leki blokujące zwoje, niesklasyfikowane gdzie indziej"
"9032","T44.3","Inne leki parasympatkolityczne (antycholinergiczne i przeciwmuskarynowe) i spazmolityczne, niesklasyfikowane gdzie indziej "
"9033","T44.4","Przeważnie agoniści a-adrenoreceptorów, niesklasyfikowani gdzie indziej"
"9034","T44.5","Przeważnie agoniści b-adrenoreceptorów, niesklasyfikowani gdzie indziej"
"9035","T44.6","Antagoniści a-adrenoreceptorów, niesklasyfikowani gdzie indziej "
"9036","T44.7","Antagoniści b-adrenoreceptorów, niesklasyfikowani gdzie indziej "
"9037","T44.8","Ośrodkowo działające środki blokujące neurony adrenergiczne, niesklasyfikowane gdzie indziej"
"9038","T44.9","Inne i nieokreślone leki pierwotne działające na układ nerwowy autonomiczny"
"9039","T45","Zatrucie środkami działającymi pierwotnie układowo i na składniki krwi, niesklasyfikowanymi gdzie indziej"
"9040","T45.0","Leki przeciwalergiczne i przeciwwymiotne"
"9041","T45.1","Leki immunosupresyjne i przeciwnowotworowe"
"9042","T45.2","Witaminy, niesklasyfikowane gdzie indziej"
"9043","T45.3","Enzymy, niesklasyfikowane gdzie indziej"
"9044","T45.4","Żelazo i jego związki"
"9045","T45.5","Leki przeciwkrzepliwe (antykoagulanty)"
"9046","T45.6","Leki wpływające na fibrynolizę"
"9047","T45.7","Antagoniści antykoagulantów, witamina K i inne koagulanty "
"9048","T45.8","Inne środki działające układowo i na składniki krwi"
"9049","T45.9","Środki działające układowo i na składniki krwi, nie określone "
"9050","T46","Zatrucie środkami działającymi pierwotnie na układ sercowo-naczyniowy"
"9051","T46.0","Pobudzające serce glikozydy i leki o podobnym działaniu"
"9052","T46.1","Leki blokujące kanały wapniowe"
"9053","T46.2","Inne leki przeciwdziałające zaburzeniom rytmu, niesklasyfikowane gdzie indziej"
"9054","T46.3","Leki rozszerzające naczynia wieńcowe, niesklasyfikowane gdzie indziej"
"9055","T46.4","Inhibitory enzymu konwertującego angiotensynę"
"9056","T46.5","Inne leki przeciwnadciśnieniowe, niesklasyfikowane gdzie indziej"
"9057","T46.6","Leki przeciwlipidowe i przeciwmiażdżycowe"
"9058","T46.7","Leki rozszerzające naczynia obwodowe"
"9059","T46.8","Leki przeciwżylakowe łącznie ze środkami zarostowymi naczyń "
"9060","T46.9","Inne i nieokreślone leki działające pierwotnie na układ sercowo-naczyniowy"
"9061","T47","Zatrucie środkami działającymi pierwotnie na układ pokarmowy "
"9062","T47.0","Antagoniści receptorów H2 histaminy"
"9063","T47.1","Inne leki alkalizujące i przeciwdziałające wydzielaniu żołądkowemu"
"9064","T47.2","Leki przeczyszczające drażniące"
"9065","T47.3","Leki przeczyszczające solne i osmotyczne"
"9066","T47.4","Inne środki przeczyszczające"
"9067","T47.5","Środki ułatwiające trawienie"
"9068","T47.6","Leki przeciwbiegunkowe"
"9069","T47.7","Środki wymiotne"
"9070","T47.8","Inne środki działające pierwotnie na układ pokarmowy"
"9071","T47.9","Środki działające pierwotnie na układ pokarmowy, nie określone "
"9072","T48","Zatrucie środkami pierwotnie działającymi na mięśnie gładkie, szkieletowe i układ oddechowy"
"9073","T48.0","Leki działające pobudzająco na macicę"
"9074","T48.1","Środki rozluźniające mięśnie szkieletowe (środki blokujące neurony mięśniowe)"
"9075","T48.2","Inne i nieokreślone środki działające pierwotnie na mięśnie "
"9076","T48.3","Przeciwkaszlowe"
"9077","T48.4","Wykrztuśne"
"9078","T48.5","Leki przeciw przeziębieniu"
"9079","T48.6","Leki przeciwastmatyczne, niesklasyfikowane gdzie indziej "
"9080","T48.7","Inne i nieokreślone środki działające pierwotnie na układ oddechowy"
"9081","T49","Zatrucie środkami działającymi miejscowo na skórę i błonę śluzową oraz lekami używanymi w okulistyce, laryngologii i stomatologii "
"9082","T49.0","Leki przeciwgrzybicze przeciwzapalne i przeciwzakaźne, działające miejscowo, niesklasyfikowane gdzie indziej"
"9083","T49.1","Leki przeciwświądowe"
"9084","T49.2","Środki ściągające i detergenty"
"9085","T49.3","Środki działające zmiękczająco, łagodząco i ochronnie"
"9086","T49.4","Środki keratolityczne, keratoplastyczne, inne preparaty do leczenia włosów"
"9087","T49.5","Leki i preparaty okulistyczne"
"9088","T49.6","Leki i preparaty laryngologiczne"
"9089","T49.7","Leki stomatologiczne stosowane miejscowo"
"9090","T49.8","Inne środki stosowane miejscowo"
"9091","T49.9","Środek stosowany miejscowo, nie określony"
"9092","T50","Zatrucie lekami moczopędnymi i innymi nieokreślonymi lekami, preparatami farmakologicznymi i substancjami biologicznymi"
"9093","T50.0","Mineralokortykosteroidy i ich antagoniści"
"9094","T50.1","Leki moczopędne pętlowe"
"9095","T50.2","Inhibitory anhydrazy węglanowej, benzotiadiazydy i inne leki moczopędne"
"9096","T50.3","Elektrolity i środki regulujące gospodarkę wodną i kaloryczną "
"9097","T50.4","Środki wpływające na przemianę kwasu moczowego"
"9098","T50.5","Środki obniżające łaknienie"
"9099","T50.6","Odtrutki i związki chelatujące, niesklasyfikowane gdzie indziej "
"9100","T50.7","Leki analeptyczne i antagoniści receptorów opioidowych"
"9101","T50.8","Środki diagnostyczne"
"9102","T50.9","Inne i nieokreślone leki, substancje farmakologiczne i substancje biologiczne"
"9103","T51","Efekt toksyczny alkoholu"
"9104","T51.0","Etanol"
"9105","T51.1","Metanol"
"9106","T51.2","2-propanol"
"9107","T51.3","Fuzle"
"9108","T51.8","Inne alkohole"
"9109","T51.9","Alkohol, nie określony"
"9110","T52","Efekt toksyczny rozpuszczalników organicznych"
"9111","T52.0","Produkty przerobu ropy naftowej"
"9112","T52.1","Benzen"
"9113","T52.2","Homologi benzenu"
"9114","T52.3","Glikole"
"9115","T52.4","Ketony"
"9116","T52.8","Inne rozpuszczalniki organiczne"
"9117","T52.9","Rozpuszczalniki organiczne, nie określone"
"9118","T53","Toksyczny efekt chlorowcowych pochodnych węglowodorów alifatycznych i aromatycznych"
"9119","T53.0","Czterochlorek węgla"
"9120","T53.1","Chloroform"
"9121","T53.2","Trójchloroetylen"
"9122","T53.3","Czterochloroetylen"
"9123","T53.4","Dwuchlorometan"
"9124","T53.5","Chlorofluorokarbony"
"9125","T53.6","Inne chlorowcowe pochodne węglowodorów alifatycznych"
"9126","T53.7","Inne chlorowcowe pochodne węglowodorów aromatycznych"
"9127","T53.9","Pochodne chlorowcowe węglowodorów alifatycznych i aromatycznych, nie określone"
"9128","T54","Efekt toksycznych substancji żrących"
"9129","T54.0","Fenol i homologi"
"9130","T54.1","Inne żrące związki organiczne"
"9131","T54.2","Kwasy i kwasopodobne substancje żrące"
"9132","T54.3","Zasady i zasadopodobne substancje żrące"
"9133","T54.9","Substancja żrąca, nie określona"
"9134","T55","Toksyczny efekt mydeł i detergentów"
"9135","T56","Toksyczny efekt metali"
"9136","T56.0","Ołów i jego związki"
"9137","T56.1","Rtęć i jej związki"
"9138","T56.2","Chrom i jego związki"
"9139","T56.3","Kadm i jego związki"
"9140","T56.4","Miedź i jej związki"
"9141","T56.5","Cynk i jego związki"
"9142","T56.6","Cyna i jej związki"
"9143","T56.7","Beryl i jego związki"
"9144","T56.8","Inne metale"
"9145","T56.9","Metale, nie określone"
"9146","T57","Toksyczny efekt innych substancji nieorganicznych"
"9147","T57.0","Arsen i jego związki"
"9148","T57.1","Fosfor i jego związki"
"9149","T57.2","Mangan i jego związki"
"9150","T57.3","Cyjanowodór"
"9151","T57.8","Inne określone substancje nieorganiczne"
"9152","T57.9","Nieorganiczne substancje, nie określone"
"9153","T58","Efekt toksyczny tlenku węgla"
"9154","T59","Toksyczny efekt innych gazów, dymów i par"
"9155","T59.0","Tlenki azotu"
"9156","T59.1","Dwutlenek siarki"
"9157","T59.2","Aldehyd mrówkowy"
"9158","T59.3","Gazy lakrymatory"
"9159","T59.4","Chlor"
"9160","T59.5","Fluor i fluorowody"
"9161","T59.6","Siarkowodór"
"9162","T59.7","Dwutlenek węgla"
"9163","T59.8","Inne określone gazy, dymy i pary"
"9164","T59.9","Gazy i pary, nie określone"
"9165","T60","Toksyczny efekt pestycydów"
"9166","T60.0","Insektycydy fosforoorganiczne i karbaminianowe"
"9167","T60.1","Insektycydy chlorowcowe"
"9168","T60.2","Inne insektycydy"
"9169","T60.3","Herbicydy i fungicydy"
"9170","T60.4","Rodentycydy"
"9171","T60.8","Inne pestycydy"
"9172","T60.9","Pestycydy, nie określone"
"9173","T61","Efekt toksyczny szkodliwych substancji spożytych jako produkty morza"
"9174","T61.0","Zatrucie rybą Ciguatera"
"9175","T61.1","Zatrucie makrelą"
"9176","T61.2","Zatrucie inną rybą i skorupiakiem"
"9177","T61.8","Efekt toksyczny innych produktów morza"
"9178","T61.9","Efekt toksyczny nieokreślonego produktu morza"
"9179","T62","Efekt toksyczny innych szkodliwych substancji spożytych jak produkt spożywczy"
"9180","T62.0","Spożycie grzybów"
"9181","T62.1","Spożycie jagód"
"9182","T62.2","Spożycie innych części rośliny (roślin)"
"9183","T62.8","Spożycie innych określonych substancji szkodliwych jako pokarm "
"9184","T62.9","Spożycie szkodliwej substancji jako pokarm, nie określonej "
"9185","T63","Toksyczny efekt kontaktu z jadowitymi zwierzętami"
"9186","T63.0","Jad żmiji"
"9187","T63.1","Jad innych gadów"
"9188","T63.2","Jad skorpiona"
"9189","T63.3","Jad pająka"
"9190","T63.4","Jad stawonogów"
"9191","T63.5","Toksyczny efekt kontaktu z rybą"
"9192","T63.6","Efekt toksyczny kontaktu z innymi zwierzętami morskimi"
"9193","T63.8","Efekt toksyczny kontaktu z innymi jadowitymi zwierzętami "
"9194","T63.9","Efekt toksyczny kontaktu z nieokreślonym zwierzęciem jadowitym "
"9195","T64","Efekt toksyczny aflatoksyn i innych mykotoksyn w produktach spożywczych"
"9196","T65","Efekt toksyczny innych i nieokreślonych substancji"
"9197","T65.0","Cyjanki"
"9198","T65.1","Strychnina i jej sole"
"9199","T65.2","Tytoń i nikotyna"
"9200","T65.3","Pochodne nitrowe i aminowe benzenu i jego homologów"
"9201","T65.4","Dwusiarczek węgla"
"9202","T65.5","Nitrogliceryna i inne kwasy i estry azotowe"
"9203","T65.6","Farby i barwniki, niesklasyfikowane gdzie indziej"
"9204","T65.8","Toksyczny efekt innej określonej substancji"
"9205","T65.9","Toksyczny efekt nieokreślonej substancji"
"9206","T66","Nieokreślone skutki promieniowania"
"9207","T67","Skutki działania gorąca i światła"
"9208","T67.0","Udar cieplny i udar słoneczny"
"9209","T67.1","Omdlenia z gorąca"
"9210","T67.2","Skurcz mięśni z gorąca"
"9211","T67.3","Wyczerpanie z gorąca z odwodnieniem"
"9212","T67.4","Wyczerpanie z gorąca spowodowane utratą soli"
"9213","T67.5","Wyczerpanie z gorąca, nie określone"
"9214","T67.6","Zmęczenie cieplne, przejściowe"
"9215","T67.7","Obrzęk cieplny"
"9216","T67.8","Inny skutek działania gorąca i światła"
"9217","T67.9","Skutek działania gorąca i światła, nie określony"
"9218","T68","Hypotermia"
"9219","T69","Inne skutki działania obniżonej temperatury"
"9220","T69.0","Ręka i stopa namokła"
"9221","T69.1","Odmroziny"
"9222","T69.8","Inne określone skutki działania obniżonej temperatury"
"9223","T69.9","Skutek obniżonej temperatury, nie określony"
"9224","T70","Skutki działania ciśnienia powietrza i wody"
"9225","T70.0","Uraz uszu wskutek działania zmian ciśnienia (barotrauma) "
"9226","T70.1","Uraz zatok wskutek działania zmian ciśnienia (barotrauma) "
"9227","T70.2","Inne i nieokreślone skutki dużych wysokości"
"9228","T70.3","Choroba kesonowa (dekompresyjna)"
"9229","T70.4","Skutek działania płynów pod wysokim ciśnieniem"
"9230","T70.8","Inne skutki ciśnienia powietrza i wody"
"9231","T70.9","Skutek ciśnienia powietrza i wody, nie określony"
"9232","T71","Duszenie"
"9233","T73","Skutki innych niedoborów"
"9234","T73.0","Skutek głodu"
"9235","T73.1","Skutki pragnienia"
"9236","T73.2","Wyczerpanie wskutek narażenia na warunki zagrażające życiu "
"9237","T73.3","Wyczerpanie wskutek nadmiernego wysiłku"
"9238","T73.8","Inne skutki niedoborów"
"9239","T73.9","Skutek niedoborów, nie określony"
"9240","T74","Zespoły maltretowania"
"9241","T74.0","Zaniedbanie i porzucenie"
"9242","T74.1","Nadużycie fizyczne"
"9243","T74.2","Nadużycie seksualne"
"9244","T74.3","Nadużycie psychiczne"
"9245","T74.8","Inne zespoły maltretowania"
"9246","T74.9","Zespół maltretowania, nie określony"
"9247","T75","Skutki działania innych czynników zewnętrznych"
"9248","T75.0","Skutki wywołane piorunem"
"9249","T75.1","Tonięcie niezakończone zgonem"
"9250","T75.2","Skutki wibracji"
"9251","T75.3","Choroba ruchu (lokomocyjna)"
"9252","T75.4","Skutki działania prądu elektrycznego"
"9253","T75.8","Inne określone skutki działania czynników zewnętrznych"
"9254","T78","Ujemne skutki, niesklasyfikowane gdzie indziej"
"9255","T78.0","Wstrząs anafilaktyczny wskutek reakcji na pożywienie"
"9256","T78.1","Inna reakcja na pożywienie, niesklasyfikowana gdzie indziej "
"9257","T78.2","Wstrząs anafilaktyczny, nie określony"
"9258","T78.3","Obrzęk naczynionerwowy"
"9259","T78.4","Alergia, nie określona"
"9260","T78.8","Inne niekorzystne skutki niesklasyfikowane gdzie indziej "
"9261","T78.9","Niekorzystne skutki, nie określone"
"9262","T79","Określone wczesne powikłania pourazowe niesklasyfikowane gdzie indziej"
"9263","T79.0","Zator powietrzny (urazowy)"
"9264","T79.1","Zator tłuszczowy (urazowy)"
"9265","T79.2","Urazowy wtórny i nawracający krwotok"
"9266","T79.3","Zakażenie rany pourazowej, niesklasyfikowane gdzie indziej "
"9267","T79.4","Wstrząs urazowy"
"9268","T79.5","Bezmocz pourazowy"
"9269","T79.6","Urazowe niedokrwienie mięśnia"
"9270","T79.7","Urazowa odma podskórna"
"9271","T79.8","Inne wczesne powikłania pourazowe"
"9272","T79.9","Nieokreślone, wczesne powikłanie pourazowe"
"9273","T80","Powikłania po wlewie, transfuzji i wstrzyknięciu"
"9274","T80.0","Zator powietrzny po wlewie, transfuzji i wstrzyknięciu"
"9275","T80.1","Powikłanie naczyniowe po wlewie, transfuzji i wstrzyknięciu "
"9276","T80.2","Infekcja w następstwie wlewu, transfuzji i wstrzyknięcia "
"9277","T80.3","Odczyn poprzetoczeniowy wskutek niezgodności, w układzie ABO "
"9278","T80.4","Odczyn poprzetoczeniowy wskutek niezgodności w układzie Rh "
"9279","T80.5","Wstrząs anafilaktyczny wywołany surowicą"
"9280","T80.6","Inne reakcje na surowicę"
"9281","T80.8","Inne powikłania po wlewie, transfuzji i wstrzyknięciu"
"9282","T80.9","Nieokreślone powikłanie po wlewie, transfuzji i wstrzyknięciu "
"9283","T81","Powikłania po zabiegach niesklasyfikowane gdzie indziej"
"9284","T81.0","Krwotok i krwiak wikłający zabieg, niesklasyfikowany gdzie indziej"
"9285","T81.1","Wstrząs w trakcie lub będący wynikiem zabiegu, niesklasyfikowany gdzie indziej"
"9286","T81.2","Przypadkowe przebicie lub rozdarcie podczas zabiegu, niesklasyfikowane gdzie indziej"
"9287","T81.3","Rozerwanie rany operacyjnej, niesklasyfikowane gdzie indziej "
"9288","T81.4","Zakażenie po zabiegu, niesklasyfikowane gdzie indziej"
"9289","T81.5","Ciało obce pozostawione przypadkowo w jamie ciała lub ranie operacyjnej po zabiegu"
"9290","T81.6","Ostry odczyn na ciało obce przypadkowo pozostawione w czasie zabiegu"
"9291","T81.7","Powikłania naczyniowe po zabiegu, niesklasyfikowane gdzie indziej"
"9292","T81.8","Inne powikłania zabiegów, niesklasyfikowane gdzie indziej "
"9293","T81.9","Nieokreślone powikłanie zabiegu"
"9294","T82","Powikłania protez, wszczepów i przeszczepów sercowych i naczyniowych"
"9295","T82.0","Mechaniczne powikłanie protezy zastawki serca"
"9296","T82.1","Mechaniczne powikłanie stosowania elektronicznego urządzenia serca"
"9297","T82.2","Mechaniczne powikłanie przeszczepu tętnicy wieńcowej typu bypass i przeszczepów zastawek"
"9298","T82.3","Mechaniczne powikłanie innych przeszczepów naczyniowych"
"9299","T82.4","Mechaniczne powikłanie spowodowane przez cewnik do hemodializy "
"9300","T82.5","Mechaniczne powikłanie innych sercowych i naczyniowych urządzeń i wszczepów"
"9301","T82.6","Zakażenie i odczyn zapalny na protezę zastawki serca"
"9302","T82.7","Zakażenie i odczyn zapalny na inne sercowe i naczyniowe urządzenia, wszczepy i przeszczepy"
"9303","T82.8","Inne powikłania protez sercowych i naczyniowych, wszczepów i przeszczepów"
"9304","T82.9","Nieokreślone powikłanie protezy sercowej i naczyniowej, wszczepu i przeszczepu"
"9305","T83","Powikłanie mechaniczne protez, wszczepów i przeszczepów układu moczopłciowego"
"9306","T83.0","Mechaniczne powikłanie cewnika moczowego założonego na stałe "
"9307","T83.1","Mechaniczne powikłania innych urządzeń i wszczepów układu moczopłciowego"
"9308","T83.2","Mechaniczne powikłanie przeszczepów narządu moczowego"
"9309","T83.3","Mechaniczne powikłanie związane z wewnątrzmacicznym środkiem antykoncepcyjnym"
"9310","T83.4","Mechaniczne powikłania innych protez, wszczepów i przeszczepów w układzie płciowym"
"9311","T83.5","Zakażenie i odczyn zapalny związany z protezą, wszczepem i przeszczepem w układzie moczowym"
"9312","T83.6","Zakażenie i odczyn zapalny związany z protezą, wszczepem i przeszczepem w układzie płciowym"
"9313","T83.8","Inne powikłania związane z protezami, wszczepami i przeszczepami układu moczopłciowego"
"9314","T83.9","Nieokreślone powikłania protez, wszczepów i przeszczepów układu moczopłciowego"
"9315","T84","Powikłania protez, wszczepów i przeszczepów ortopedycznych "
"9316","T84.0","Mechaniczne powikłanie wewnętrznych protez stawów"
"9317","T84.1","Mechaniczne powikłanie stabilizatorów wewnętrznych kości kończyny"
"9318","T84.2","Mechaniczne powikłanie stabilizatora wewnętrznego innych kości "
"9319","T84.3","Mechaniczne powikłania innych urządzeń kostnych, wszczepów i przeszczepów"
"9320","T84.4","Mechaniczne powikłanie innych wewnętrznych urządzeń ortopedycznych, wszczepów i przeszczepów"
"9321","T84.5","Zakażenie i odczyn zapalny spowodowany wewnętrzną protezą stawu "
"9322","T84.6","Zakażenie i odczyn zapalny spowodowany stabilizatorem wewnętrznym w każdym miejscu"
"9323","T84.7","Zakażenie i odczyn zapalny spowodowany innymi wewnętrznymi wszczepami i przeszczepami"
"9324","T84.8","Inne powikłania wewnętrznych ortopedycznych urządzeń, wszczepów i przeszczepów"
"9325","T84.9","Nieokreślone powikłanie spowodowane wewnętrznym urządzeniem ortopedycznym, wszczepem i przeszczepem"
"9326","T85","Powikłania innych wewnętrznych urządzeń protezujących, wszczepów i przeszczepów"
"9327","T85.0","Mechaniczne powikłanie wewnątrzczaszkowego zespolenia (połączenia) komorowego"
"9328","T85.1","Mechaniczne powikłanie związane z wszczepionym stymulatorem układu nerwowego"
"9329","T85.2","Mechaniczne powikłanie związane z wewnątrzoczną soczewką "
"9330","T85.3","Mechaniczne powikłanie innych protez, wszczepów i przeszczepów gałki ocznej"
"9331","T85.4","Mechaniczne powikłanie protezy gruczołu piersiowego"
"9332","T85.5","Mechaniczne powikłanie protez, wszczepów i przeszczepów przewodu pokarmowego"
"9333","T85.6","Mechaniczne powikłanie innej, określonej protezy wewnętrznej, wszczepu lub przeszczepu"
"9334","T85.7","Zakażenie i odczyn zapalny związany z innymi urządzeniami protezującymi, wszczepami i przeszczepami"
"9335","T85.8","Inne powikłania związane z wewnętrznymi urządzeniami protezującymi, wszczepami i przeszczepami, niesklasyfikowane gdzie indziej"
"9336","T85.9","Nieokreślone powikłanie spowodowane wewnętrznym urządzeniem protezującym, wszczepem i przeszczepem"
"9337","T86","Niepowodzenie i odrzut przeszczepu narządów i tkanek"
"9338","T86.0","Odrzut przeszczepu szpiku kostnego"
"9339","T86.1","Niepowodzenie i odrzut przeszczepu nerki"
"9340","T86.2","Niepowodzenie i odrzut przeszczepu serca"
"9341","T86.3","Niepowodzenie i odrzut przeszczepu serca i płuc"
"9342","T86.4","Niepowodzenie i odrzut przeszczepu wątroby"
"9343","T86.8","Niepowodzenie i odrzut innych przeszczepionych narządów i tkanek"
"9344","T86.9","Niepowodzenie i odrzut przeszczepu nieokreślonego narządu i tkanki"
"9345","T87","Powikłanie związane z ponownym przyrośnięciem i amputacją"
"9346","T87.0","Powikłanie związane z ponownym przyszyciem (części) kończyny górnej"
"9347","T87.1","Powikłanie związane z ponownym przyszyciem (części) kończyny dolnej"
"9348","T87.2","Powikłanie związane z ponownym przyszyciem innej części ciała "
"9349","T87.3","Nerwiak po amputacji kikuta"
"9350","T87.4","Zakażenie po amputacji kikuta"
"9351","T87.5","Martwica po amputacji kikuta"
"9352","T87.6","Inne i nieokreślone powikłania kikuta po amputacji"
"9353","T88","Inne powikłania opieki chirurgicznej i medycznej niesklasyfikowane gdzie indziej"
"9354","T88.0","Zakażenie wskutek immunizacji"
"9355","T88.1","Inne powikłania po immunizacji, niesklasyfikowane gdzie indziej "
"9356","T88.2","Wstrząs wskutek znieczulenia"
"9357","T88.3","Gorączka złośliwa wskutek narkozy"
"9358","T88.4","Niepowodzenie lub trudności z intubacją"
"9359","T88.5","Inne powikłania znieczulenia"
"9360","T88.6","Wstrząs anafilaktyczny wskutek niekorzystnego efektu leczniczego leku prawidłowo podanego"
"9361","T88.7","Nieokreślony, niekorzystny skutek działania leków i środków leczniczych"
"9362","T88.8","Inne określone powikłania opieki chirurgicznej i medycznej niesklasyfikowane gdzie indziej"
"9363","T88.9","Powikłanie opieki chirurgicznej i medycznej, nie określone "
"9364","T90","Następstwa urazów głowy"
"9365","T90.0","Następstwa powierzchownego urazu głowy"
"9366","T90.1","Następstwa rany otwartej głowy"
"9367","T90.2","Następstwa złamania kości czaszki i twarzoczaszki"
"9368","T90.3","Następstwa urazu nerwów czaszkowych"
"9369","T90.4","Następstwa urazu oka i oczodołu"
"9370","T90.5","Następstwa urazu śródczaszkowego"
"9371","T90.8","Następstwa innych określonych urazów głowy"
"9372","T90.9","Następstwa nieokreślonego urazu głowy"
"9373","T91","Następstwa urazów szyi i tułowia"
"9374","T91.0","Następstwa powierzchownego urazu i otwartej rany szyi i tułowia "
"9375","T91.1","Następstwa złamania kręgosłupa"
"9376","T91.2","Następstwa innego złamania części kostnych klatki piersiowej i miednicy"
"9377","T91.3","Następstwa urazu rdzenia kręgowego"
"9378","T91.4","Następstwa urazu narządów klatki piersiowej"
"9379","T91.5","Następstwa urazu narządów jamy brzusznej i miednicy"
"9380","T91.8","Następstwa innych określonych urazów szyi i tułowia"
"9381","T91.9","Następstwa nieokreślonego urazu szyi i tułowia"
"9382","T92","Następstwa urazów kończyny górnej"
"9383","T92.0","Następstwa otwartej rany kończyny górnej"
"9384","T92.1","Następstwa złamania kończyny górnej"
"9385","T92.2","Następstwa złamania na poziomie nadgarstka i ręki"
"9386","T92.3","Następstwa zwichnięcia, skręcenia i naderwania kończyny górnej "
"9387","T92.4","Następstwa urazu nerwu kończyny górnej"
"9388","T92.5","Następstwa urazu mięśnia i ścięgna kończyny górnej"
"9389","T92.6","Następstwa urazu zmiażdżeniowego i amputacji kończyny górnej "
"9390","T92.8","Następstwa innych określonych urazów kończyny górnej"
"9391","T92.9","Następstwa nieokreślonego urazu kończyny górnej"
"9392","T93","Następstwa urazów kończyny dolnej"
"9393","T93.0","Następstwa otwartej rany kończyny dolnej"
"9394","T93.1","Następstwa złamania kości udowej"
"9395","T93.2","Następstwa innych złamań kończyny dolnej"
"9396","T93.3","Następstwa zwichnięcia, skręcenia i naderwania kończyny dolnej "
"9397","T93.4","Następstwa urazu nerwu kończyny dolnej"
"9398","T93.5","Następstwa urazu mięśnia i ścięgna kończyny dolnej"
"9399","T93.6","Następstwa urazu zmiażdżeniowego i amputacji kończyny dolnej "
