1,"Abacavir + Lamivudine
Mylan","Abacavirum +
Lamivudinum",tabletki powlekane,"600 mg +
300 mg","30 tabl. w blistrze
30 tabl. w butelce
90 tabl.
60 tabl.","Rpz
Rpz
Rpz
Rpz","5909991292911
5909991292928
5909991292942
5909991292935",Mylan Laboratoires SAS,23429,"Lupin (Europe) Ltd.
Mylan S.A.S.
Hormosan Pharma GmbH","GB
FR
DE"
4026,Hydroxyzinum Aflofarm,"Hydroxyzini
hydrochloridum",syrop,2 mg/ml,"1 op. 200 ml
1 op. 250 g","Rp
Rp","5909990637492
5909990637508","Aflofarm Farmacja Polska
Sp. z o.o.",14416,"Aflofarm Farmacja Polska
Sp. z o.o.",PL
4027,Hydroxyzinum Alvogen,"Hydroxyzini
hydrochloridum",syrop,"1,6 mg/g","1 butelka 125 g
1 butelka 250 g","Rp
Rp","5909990694747
5909990209316",Alvogen IPCo S.a.r.l.,2093,"Mako Pharma Sp. z o.o.
Przedsiębiorstwo Produkcji
Farmaceutycznej ""GEMI""","PL
PL"
4028,Hydroxyzinum Amara,"Hydroxyzini
hydrochloridum",syrop,2 mg/ml,"1 butelka 125 ml
1 butelka 150 ml
1 butelka 200 ml
1 butelka 250 ml
1 butelka 500 ml","Rp
Rp
Rp
Rp
Rp","5909991239299
5909991239275
5909991239268
5909991239305
5909991239282","Zakład Farmaceutyczny
""Amara"" Sp. z o.o.",22686,"Zakład Farmaceutyczny
""Amara"" Sp. z o.o.",PL
4029,Hydroxyzinum Espefa,"Hydroxyzini
hydrochloridum",syrop,10 mg/5 ml,"1 op. 250 g
1 op. 250 g","Rp
Rp","5909990649334
5909990732579","Chemiczno-
Farmaceutyczna
Spółdzielnia Pracy
ESPEFA",14680,"Chemiczno-Farmaceutyczna
Spółdzielnia Pracy ESPEFA",PL
4030,Hydroxyzinum Espefa,"Hydroxyzini
hydrochloridum",tabletki powlekane,10 mg,30 tabl.,Rp,5909991081003,"Chemiczno-
Farmaceutyczna
Spółdzielnia Pracy
ESPEFA",21427,"Chemiczno-Farmaceutyczna
Spółdzielnia Pracy ESPEFA",PL
4031,Hydroxyzinum Espefa,"Hydroxyzini
hydrochloridum",tabletki powlekane,25 mg,30 tabl.,Rp,5909990674794,"Chemiczno-
Farmaceutyczna
Spółdzielnia Pracy
ESPEFA",15087,"Chemiczno-Farmaceutyczna
Spółdzielnia Pracy ESPEFA",PL
4032,Hydroxyzinum Hasco,"Hydroxyzini
hydrochloridum",syrop,10 mg/5 ml,1 butelka 200 ml,Rp,5909991204594,"Przedsiębiorstwo
Produkcji
Farmaceutycznej HASCO
LEK S.A.",22259,"Przedsiębiorstwo Produkcji
Farmaceutycznej HASCO-
LEK S.A.",PL
4033,Hydroxyzinum Hasco,"Hydroxyzini
hydrochloridum",tabletki powlekane,10 mg,30 tabl.,Rp,5909991230708,"Przedsiębiorstwo
Produkcji
Farmaceutycznej HASCO
LEK S.A.",22602,"Przedsiębiorstwo Produkcji
Farmaceutycznej HASCO-
LEK S.A.",PL
4034,Hydroxyzinum Hasco,"Hydroxyzini
hydrochloridum",tabletki powlekane,25 mg,30 tabl.,Rp,5909991230715,"Przedsiębiorstwo
Produkcji
Farmaceutycznej HASCO
LEK S.A.",22603,"Przedsiębiorstwo Produkcji
Farmaceutycznej HASCO-
LEK S.A.",PL
4035,Hydroxyzinum Polfarmex,"Hydroxyzini
hydrochloridum",syrop,2 mg/ml,1 butelka 200 ml,Rp,5909991230517,Polfarmex S.A.,22585,Polfarmex S.A.,PL
4036,Hydroxyzinum Teva,"Hydroxyzini
hydrochloridum","roztwór do
wstrzykiwań",50 mg/ml,5 amp. 2 ml,Rp,5909990114610,"Teva Pharmaceuticals
Polska Sp. z o.o.",1146,"TEVA Pharmaceutical
Works Private Limited
Company",HU
4037,Hydroxyzinum VP,"Hydroxyzini
hydrochloridum",syrop,2 mg/ml,"1 butelka 125 ml
1 butelka 200 ml","Rp
Rp","5909990971909
5909990971923","PharmaSwiss Ceska
Republika s.r.o.",20279,ICN Polfa Rzeszów S.A.,PL
4038,Hydroxyzinum VP,"Hydroxyzini
hydrochloridum",tabletki powlekane,10 mg,"30 tabl.
60 tabl.","Rp
Rp","5909990188710
5909991231880","PharmaSwiss Ceska
Republika s.r.o.",1887,ICN Polfa Rzeszów S.A.,PL
4039,Hydroxyzinum VP,Hydroxyzinum,tabletki powlekane,25 mg,"30 tabl.
60 tabl.","Rp
Rp","5909990188819
5909991231897","PharmaSwiss Ceska
Republika s.r.o.",1888,ICN Polfa Rzeszów S.A.,PL
4040,Hygroton,Chlortalidonum,tabletki,50 mg,"20 tabl.
28 tabl.","Rp
Rp","5909990118717
5060337261609",Amdipharm Limited,1187,"CENEXI
Amdipharm UK Limited","FR
GB"
4041,Hylosept,Acidum fusidicum,krem,20 mg/g,"1 tuba 15 g
1 tuba 30 g","Rp
Rp","5909990959273
5909990959297",AXXON Sp. z o.o.,19880,"Basic Pharma Manufacturing
B.V.",NL
"4042
4042","Hyoscyamus Niger
Hyoscyamus Niger","Homeopatyczny produkt
leczniczy
Homeopatyczny produkt
leczniczy","granulki; granulki w
pojemniku
jednodawkowym,
krople doustne
roztwór
granulki; granulki w
pojemniku
jednodawkowym,
krople doustne
roztwór","4CH, 5CH,
7CH, 9CH,
12CH,
15CH,
30CH,
200CH, 6K,
12K, 30K,
200K, 1MK,
10MK,
100MK","1 poj. 4 g granulek 4CH
1 poj. 4 g granulek 5CH
1 poj. 4 g granulek 7CH
1 poj. 4 g granulek 9CH
1 poj. 4 g granulek 12CH
1 poj. 4 g granulek 15CH
1 poj. 4 g granulek 30CH
1 poj. 4 g granulek 200CH
1 poj. 4 g granulek 6K
1 poj. 4 g granulek 12K
1 poj. 4 g granulek 30K
1 poj. 4 g granulek 200K
1 poj. 4 g granulek 1MK
1 poj. 4 g granulek 10MK
1 poj. 4 g granulek 100MK
1 poj. 1 g granulek 4CH
1 poj. 1 g granulek 5CH
1 poj. 1 g granulek 7CH
1 poj. 1 g granulek 9CH
1 poj. 1 g granulek 12CH
1 poj. 1 g granulek 15CH
1 poj. 1 g granulek 30CH
1 poj. 1 g granulek 200CH
1 poj. 1 g granulek 6K
1 poj. 1 g granulek 12K
1 poj. 1 g granulek 30K
1 poj. 1 g granulek 200K
1 poj. 1 g granulek 1MK
1 poj. 1 g granulek 10MK
1 poj. 1 g granulek 100MK
1 op. 60 ml kropli 4CH
1 op. 60 ml kropli 5CH
1 op. 60 ml kropli 7CH
1 op. 60 ml kropli 9CH
1 op. 60 ml kropli 12CH
1 op. 60 ml kropli 15CH
1 op. 60 ml kropli 30CH
1 op. 60 ml kropli 200CH
1 op. 60 ml kropli 6K
1 op. 60 ml kropli 12K
1 op. 60 ml kropli 30K
1 op. 60 ml kropli 200K
1 op. 60 ml kropli 1MK
1 op. 60 ml kropli 10MK
1 op. 60 ml kropli 100MK","OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC","5909997039589
5909997168135
5909997168142
5909997168159
5909997168166
5909997168173
5909997168180
5909997168197
5909997168203
5909997168210
5909997168227
5909997168234
5909997168241
5909997168258
5909997168265
5909997039596
5909997168272
5909997168289
5909997168296
5909997168302
5909997168319
5909997168326
5909997168333
5909997168340
5909997168357
5909997168364
5909997168371
5909997168388
5909997168395
5909997168401
5909997039619
5909997168418
5909997168425
5909997168432
5909997168449
5909997168456
5909997168463
5909997168470
5909997168487
5909997168494
5909997168500
5909997168517
5909997168524
5909997168531
5909997168548","Boiron SA
Boiron SA","19253
19253","Boiron SA
Boiron SA
Boiron SA
Boiron SA","FR
FR
FR
FR"
4043,Hyperherba,Hyperici herba,tabletka,330 mg,"20 tabl.
60 tabl.
90 tabl.","OTC
OTC
OTC","5909990473113
5909990473120
5909990473137","Laboratorium
Farmaceutyczne
Labofarm Sp. z o.o. Sp. k.",4731,"Innowacyjno-Wdrożeniowe
Laboratorium
Farmaceutyczne Labofarm
mgr farm. Tadeusz Pawełek",PL
4044,Hypericum Perforatum,"Homeopatyczny produkt
leczniczy","granulki; granulki w
pojemniku
jednodawkowym,
krople doustne
roztwór","2CH, 4CH,
5CH, 7CH,
9CH, 12CH,
15CH,
30CH,
200CH, 6K,
12K, 30K,
200K, 1MK,
10MK,
100MK","1 poj. 4 g granulek 2CH
1 poj. 4 g granulek 4CH
1 poj. 4 g granulek 5CH
1 poj. 4 g granulek 7CH
1 poj. 4 g granulek 9CH
1 poj. 4 g granulek 12CH
1 poj. 4 g granulek 15CH
1 poj. 4 g granulek 30CH
1 poj. 4 g granulek 200CH
1 poj. 4 g granulek 6K
1 poj. 4 g granulek 12K
1 poj. 4 g granulek 30K
1 poj. 4 g granulek 200K
1 poj. 4 g granulek 1MK
1 poj. 4 g granulek 10MK
1 poj. 4 g granulek 100MK
1 poj. 1 g granulek 2CH
1 poj. 1 g granulek 4CH
1 poj. 1 g granulek 5CH
1 poj. 1 g granulek 7CH
1 poj. 1 g granulek 9CH
1 poj. 1 g granulek 12CH
1 poj. 1 g granulek 15CH
1 poj. 1 g granulek 30CH
1 poj. 1 g granulek 200CH
1 poj. 1 g granulek 6K
1 poj. 1 g granulek 12K
1 poj. 1 g granulek 30K
1 poj. 1 g granulek 200K
1 poj. 1 g granulek 1MK
1 poj. 1 g granulek 10MK
1 poj. 1 g granulek 100MK
1 op. 60 ml kropli 2CH
1 op. 60 ml kropli 4CH
1 op. 60 ml kropli 5CH
1 op. 60 ml kropli 7CH
1 op. 60 ml kropli 9CH","OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC","5909997030586
5909997114880
5909997114897
5909997114903
5909997114910
5909997114927
5909997114934
5909997114941
5909997114958
5909997114965
5909997114972
5909997114989
5909997114996
5909997115009
5909997115016
5909997115023
5909997030593
5909997115030
5909997115047
5909997115054
5909997115061
5909997115078
5909997115085
5909997115092
5909997115108
5909997115115
5909997115122
5909997115139
5909997115146
5909997115153
5909997115160
5909997115177
5909997030616
5909997115184
5909997115191
5909997115207
5909997115214",Boiron SA,19265,"Boiron SA
Boiron SA","FR
FR"
4044,Hypericum Perforatum,"Homeopatyczny produkt
leczniczy","granulki; granulki w
pojemniku
jednodawkowym,
krople doustne
roztwór","2CH, 4CH,
5CH, 7CH,
9CH, 12CH,
15CH,
30CH,
200CH, 6K,
12K, 30K,
200K, 1MK,
10MK,
100MK","1 op. 60 ml kropli 12CH
1 op. 60 ml kropli 15CH
1 op. 60 ml kropli 30CH
1 op. 60 ml kropli 200CH
1 op. 60 ml kropli 6K
1 op. 60 ml kropli 12K
1 op. 60 ml kropli 30K
1 op. 60 ml kropli 200K
1 op. 60 ml kropli 1MK
1 op. 60 ml kropli 10MK
1 op. 60 ml kropli 100MK","OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC","5909997115221
5909997115238
5909997115245
5909997115252
5909997115269
5909997115276
5909997115283
5909997115290
5909997115306
5909997115313
5909997115320",Boiron SA,19265,"Boiron SA
Boiron SA","FR
FR"
4045,Hyplafin,Finasteridum,tabletki powlekane,5 mg,"10 tabl.
20 tabl.
30 tabl.
60 tabl.
100 tabl.","Rp
Rp
Rp
Rp
Rp","5909990068838
5909990068845
5909990017997
5909990068852
5909990018000","+pharma arzneimittel
GmbH",12589,"Actavis Group PTC ehf.
Actavis ehf.
Genericon Pharma GmbH
G.L. Pharma GmbH","IS
IS
AT
AT"
4046,Hypnogen,Zolpidemi tartras,tabletki powlekane,10 mg,"7 tabl.
15 tabl.
20 tabl.
30 tabl.
100 tabl.","Rp
Rp
Rp
Rp
Rp","5909990925438
5909990925414
5909990925421
5909990615407
5909990569519","Zentiva, k.s.",9254,"Zentiva, k.s.",CZ
4047,Hypnomidate,Etomidatum,"roztwór do
wstrzykiwań",2 mg/ml,5 amp. 10 ml,Lz,5909990126613,"Janssen-Cilag
International N.V.",1266,"GlaxoSmithKline
Manufacturing S.p.A.",IT
4048,Hyposart,Candesartanum cilexetili,tabletki,4 mg,"14 tabl.
28 tabl.
56 tabl.","Rp
Rp
Rp","5909990928255
5909990928262
5909990928279","Zakłady Farmaceutyczne
POLPHARMA S.A.",18971,"Zakłady Farmaceutyczne
POLPHARMA S.A.",PL
4049,Hyposart,Candesartanum cilexetili,tabletki,8 mg,"14 tabl.
28 tabl.
56 tabl.","Rp
Rp
Rp","5909990928286
5909990928293
5909990928309","Zakłady Farmaceutyczne
POLPHARMA S.A.",18972,"Zakłady Farmaceutyczne
POLPHARMA S.A.",PL
4050,Hyposart,Candesartanum cilexetili,tabletki,16 mg,"14 tabl.
28 tabl.
56 tabl.","Rp
Rp
Rp","5909990928323
5909990928330
5909990928347","Zakłady Farmaceutyczne
POLPHARMA S.A.",18973,"Zakłady Farmaceutyczne
POLPHARMA S.A.",PL
4051,Hyposart,Candesartanum cilexetili,tabletki,32 mg,"14 tabl.
28 tabl.
56 tabl.","Rp
Rp
Rp","5909990928354
5909990928361
5909990928378","Zakłady Farmaceutyczne
POLPHARMA S.A.",18974,"Zakłady Farmaceutyczne
POLPHARMA S.A.",PL
4052,Hypoten,Carvedilolum,tabletki powlekane,"6,25 mg","30 tabl.
100 tabl.","Rp
Rp","5909990048465
5909990048472",Orion Corporation,12872,"Swiss Caps GmbH
Specifar SA
Orion Corporation
Dragenopharm Apotheker
Pueschl GmbH","DE
GR
FI
DE"
4053,Hypoten,Carvedilolum,tabletki powlekane,"12,5 mg","30 tabl.
100 tabl.","Rp
Rp","5909990048489
5909990048496",Orion Corporation,12873,"Swiss Caps GmbH
Specifar SA
Orion Corporation
Dragenopharm Apotheker
Pueschl GmbH","DE
GR
FI
DE"
4054,Hypoten,Carvedilolum,tabletki powlekane,25 mg,"30 tabl.
100 tabl.","Rp
Rp","5909990048502
5909990048540",Orion Corporation,12874,"Swiss Caps GmbH
Specifar SA
Orion Corporation
Dragenopharm Apotheker
Pueschl GmbH","DE
GR
FI
DE"
4055,Hytrin,Terazosinum,tabletki,2 mg,28 tabl.,Rp,5909990767816,Amdipharm Limited,7678,"Aesica Queenborough
Limited
Famar Italia S.P.A.","GB
IT"
4056,Hytrin,Terazosinum,tabletki,5 mg,28 tabl.,Rp,5909990767915,Amdipharm Limited,7679,"Aesica Queenborough
Limited
Famar Italia S.P.A.","GB
IT"
4057,Hytrin,Terazosinum,tabletki,10 mg,28 tabl.,Rp,5909990768011,Amdipharm Limited,7680,"Aesica Queenborough
Limited
Famar Italia S.P.A.","GB
IT"
4058,Hyzaar,"Losartanum kalicum +
Hydrochlorothiazidum",tabletki powlekane,"50 mg +
12,5 mg","28 tabl.
98 tabl.","Rp
Rp","5909990433612
5909990933389",MSD Polska Sp. z o.o.,4336,"Merck Sharp & Dohme B.V.
Merck Sharp & Dohme Ltd.","NL
GB"
4059,Hyzaar,"Losartanum kalicum +
Hydrochlorothiazidum",tabletki powlekane,"100 mg +
12,5 mg",28 tabl.,Rp,5909990904365,MSD Polska Sp. z o.o.,18673,"Merck Sharp & Dohme Ltd.
Merck Sharp & Dohme B.V.","GB
NL"
4060,Hyzaar Forte,"Losartanum kalicum +
Hydrochlorothiazidum",tabletki powlekane,"100 mg + 25
mg",28 tabl.,Rp,5909990970513,MSD Polska Sp. z o.o.,9705,Merck Sharp & Dohme B.V.,NL
4061,IASOcholine,Fluorocholinum,"roztwór do
wstrzykiwań",1 GBq/ml,"1 fiol. 15 ml
1 fiol. 25 ml","Rp
Rp","5909991000998
5909991001001",IASON GmbH,20446,"ARGOS Zyklotron Betriebs-
GmbH
ARGOS Zyklotron Betriebs-
GmbH
Advanced Accelerator
Applications
Advanced Accelerator
Applications SA
Advanced Accelerator
Applications
IASON Italia S.r.l.
Advanced Accelerator
Applications SA
Zakład Produkcji
Radiofarmaceutyków IASON
Sp. z o.o.","AT
AT
FR
FR
FR
IT
FR
PL"
4062,IASOflu,Natrii fluoridum (18F),"roztwór do
wstrzykiwań",2 GBq/ml,1 fiol.,Rp,5909990837960,IASON GmbH,17727,"ARGOS Zyklotron Betriebs-
GmbH
ARGOS Zyklotron Betriebs-
GmbH
Advanced Accelerator
Applications SA Technopole
de l’Aube
Advanced Accelerator
Applications S.r.l.
IASON Italia S.r.l.
IASON Sp. z o.o. Zakład
Produkcji
Radiofarmaceutyków","AT
AT
FR
IT
IT
PL"
4063,Ibalgin,Ibuprofenum,tabletki powlekane,200 mg,"10 tabl.
12 tabl.
24 tabl.
30 tabl.","OTC
OTC
OTC
OTC","5909990640645
5909990640652
5909990640669
5909990640676","Zentiva, k.s.",12819,"Zentiva, k.s.",CZ
4064,Ibalgin Fast,Ibuprofenum,tabletki powlekane,400 mg,"6 tabl.
12 tabl.
18 tabl.
24 tabl.","OTC
OTC
OTC
OTC","5909990783243
5909990783250
5909990921331
5909990921348","Zentiva, k.s.",16794,"Zentiva, k.s.",CZ
4065,Ibalgin Maxi,Ibuprofenum,tabletki powlekane,400 mg,"12 tabl.
24 tabl.
30 tabl.","OTC
OTC
OTC","5909990640690
5909990640706
5909990640713","Zentiva, k.s.",12820,"Zentiva, k.s.",CZ
4066,Ibalgin Rapid,Ibuprofenum,kapsułki miękkie,200 mg,"12 kaps.
24 kaps.","OTC
OTC","5909991209193
5909991209209","Zentiva, k.s.",22281,"Saneca Pharmaceuticals a.s.
Sanofi-Aventis S.p.A.","SK
IT"
4067,Ibalgin Rapid Forte,Ibuprofenum,kapsułki miękkie,400 mg,"10 kaps.
12 kaps.
20 kaps.","OTC
OTC
OTC","5909991209216
5909991209223
5909991209230","Zentiva, k.s.",22282,"Saneca Pharmaceuticals a.s.
Sanofi-Aventis S.p.A.","SK
IT"
4068,Ibalgin Sport,"Ibuprofenum +
Heparinoidum",krem,"(50 mg +
200 j.m.)/g","1 tuba 30 g
1 tuba 50 g","OTC
OTC","5909990982615
5909990982622","Zentiva, k.s.",9826,"Zentiva, k.s.",CZ
4069,Ibandronat Apotex,Acidum ibandronicum,tabletki powlekane,150 mg,"1 tabl.
3 tabl.","Rp
Rp","5909990849703
5909990849734",Apotex Europe B.V.,17881,Apotex Nederland B.V.,NL
4070,Ibandronat Polpharma,Acidum ibandronicum,tabletki powlekane,150 mg,"1 tabl.
3 tabl.","Rp
Rp","5909990937509
5909990937523","Zakłady Farmaceutyczne
POLPHARMA S.A.",19640,"Synthon B.V.
Synthon Hispania S.L.","NL
ES"
4071,Ibandronic acid Alvogen,Acidum ibandronicum,"roztwór do
wstrzykiwań",3 mg,1 amp.-strzyk. 3 ml + 1 igła,Rp,5909990965649,Alvogen IPCo S.a.r.l.,20021,"Synthon B.V.
Synthon Hispania S.L.","NL
ES"
4072,"Ibandronic acid Fresenius
Kabi",Acidum ibandronicum,"roztwór do
wstrzykiwań w
ampułko-
strzykawce",3 mg/ 3 ml,1 amp.-strzyk. 3 ml,Rp,5909991283452,"Fresenius Kabi Polska
Sp. z o.o.",23303,"Fresenius Kabi Austria
GmbH",AT
4073,Ibandronic Acid Mylan,Acidum ibandronicum,tabletki powlekane,150 mg,"1 tabl.
3 tabl.","Rp
Rp","5909990804962
5909990804979",Mylan S.A.S.,17026,"McDermott Laboratories
Limited (t/a Gerard
Laboratories)
Pharma Pack Hungary Kft.
Mylan Hungary Kft.","IE
HU
HU"
4074,Ibandronic Acid Noridem,Acidum ibandronicum,"koncentrat do
sporządzania
roztworu do infuzji",6 mg/6 ml,"1 fiol. 6 ml
5 fiol. 6 ml
10 fiol. 6 ml","Rp
Rp
Rp","5909991191610
5909991191627
5909991191634",Noridem Enterprises Ltd.,22076,"Demo S.A. Pharmaceutical
Industry",GR
4075,Ibandronic acid Sandoz,Acidum ibandronicum,"roztwór do
wstrzykiwań",3 mg/3 ml,"1 amp.-strzyk. 3 ml + 1 igła
4 amp.-strzyk. 3 ml + 4 igły","Rp
Rp","5909990868896
5909990868902",Sandoz GmbH,18258,"Sirton Pharmaceuticals SpA.
Salutas Pharma GmbH
Lek Pharmaceuticals d.d.","IT
DE
SI"
4076,Ibandronic acid Sandoz,Acidum ibandronicum,tabletki powlekane,150 mg,"1 tabl.
3 tabl.","Rp
Rp","5909991137144
5909991137137",Sandoz GmbH,21835,"Synthon B.V.
Synthon Hispania S.L.","NL
ES"
4077,Ibandronic acid Synthon,Acidum ibandronicum,tabletki powlekane,50 mg,"20 tabl.
28 tabl.
30 tabl.
50 tabl.
60 tabl.
90 tabl.","Rp
Rp
Rp
Rp
Rp
Rp","5909991137083
5909991137052
5909991137090
5909991137069
5909991137106
5909991137076",Synthon B.V.,21834,"Synthon B.V.
Synthon Hispania S.L.","NL
ES"
4078,Ibenal,Ibuprofenum,tabletki powlekane,200 mg,"6 tabl.
10 tabl.
12 tabl.
20 tabl.
24 tabl.
30 tabl.
50 tabl.
60 tabl.
96 tabl.","OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC","5909991269425
5909991269432
5909991269449
5909991269456
5909991269463
5909991269470
5909991269487
5909991269494
5909991269500","Przedsiębiorstwo
Farmaceutyczne LEK-AM
Sp. z o.o.",23097,"Przedsiębiorstwo
Farmaceutyczne LEK-AM
Sp. z o.o.",PL
4079,Ibenal Forte,Ibuprofenum,tabletki powlekane,400 mg,"6 tabl.
10 tabl.
12 tabl.
20 tabl.
24 tabl.
30 tabl.
50 tabl.
60 tabl.
96 tabl.","OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC","5909991269524
5909991269531
5909991269548
5909991269555
5909991269562
5909991269579
5909991269586
5909991269593
5909991269609","Przedsiębiorstwo
Farmaceutyczne LEK-AM
Sp. z o.o.",23098,"Przedsiębiorstwo
Farmaceutyczne LEK-AM
Sp. z o.o.",PL
4080,Ibenal Max,Ibuprofenum,tabletki powlekane,600 mg,"6 tabl.
10 tabl.
12 tabl.
20 tabl.
24 tabl.
30 tabl.
50 tabl.
60 tabl.
100 tabl.","Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp","5909991269616
5909991269623
5909991269630
5909991269647
5909991269654
5909991269661
5909991269678
5909991269685
5909991269692","Przedsiębiorstwo
Farmaceutyczne LEK-AM
Sp. z o.o.",23099,"Przedsiębiorstwo
Farmaceutyczne LEK-AM
Sp. z o.o.",PL
4081,Iberogast,Produkt ziołowy,płyn doustny,-,"1 butelka 20 ml
1 butelka 50 ml
1 butelka 100 ml","OTC
OTC
OTC","5909991048716
5909991048723
5909991048730",Bayer Sp. z o.o.,10487,"Steigerwald Arzneimittelwerk
GmbH",DE
4082,Ibufarmalid,Ibuprofenum,zawiesina doustna,100 mg/5 ml,10 sasz. 5 ml,OTC,5909991139766,Farmalider S.A.,21881,"Farmalider S.A.
Alcala Farma Laboratories,
S.L.","ES
ES"
4083,Ibufarmalid,Ibuprofenum,zawiesina doustna,"200 mg/10
ml",10 sasz. 10 ml,OTC,5909991139773,Farmalider S.A.,21882,"Farmalider S.A.
Alcala Farma Laboratories,
S.L.","ES
ES"
4084,Ibufarmalid,Ibuprofenum,zawiesina doustna,"400 mg/10
ml",10 sasz. 10 ml,OTC,5909991139780,Farmalider S.A.,21883,"Farmalider S.A.
Alcala Farma Laboratories,
S.L.","ES
ES"
4085,Ibufen Baby,Ibuprofenum,"czopki
doodbytnicze",125 mg,"5 szt.
10 szt.","OTC
OTC","5909990922574
5909990922581","Zakłady Farmaceutyczne
POLPHARMA S.A.",18857,"Przedsiębiorstwo
Pszczelarsko -
Farmaceutyczne APIPOL-
FARMA Sp. z o.o.",PL
4086,Ibufen Baby,Ibuprofenum,"czopki
doodbytnicze",60 mg,"5 szt.
10 szt.","OTC
OTC","5909990922550
5909990922567","Zakłady Farmaceutyczne
POLPHARMA S.A.",18856,"Przedsiębiorstwo
Pszczelarsko -
Farmaceutyczne APIPOL-
FARMA Sp. z o.o.",PL
4087,"Ibufen dla dzieci FORTE o
smaku malinowym",Ibuprofenum,zawiesina doustna,200 mg/5 ml,"1 butelka 40 ml
1 butelka 100 ml","OTC
OTC","5909991140939
5909991140946","Zakłady Farmaceutyczne
POLPHARMA S.A.",21885,Medana Pharma S.A.,PL
4088,"Ibufen dla dzieci FORTE o
smaku truskawkowym",Ibuprofenum,zawiesina doustna,200 mg/5 ml,"1 butelka 40 ml
1 butelka 100 ml","OTC
OTC","5909990922604
5909990872770","Zakłady Farmaceutyczne
POLPHARMA S.A.",18252,Medana Pharma S.A.,PL
4089,"Ibufen dla dzieci o smaku
malinowym",Ibuprofenum,zawiesina doustna,100 mg/5 ml,"1 butelka 100 g
1 butelka 100 g","OTC
OTC","5909990019113
5909990676101",Medana Pharma S.A.,191,"Medana Pharma Terpol
Group S.A.",PL
4090,"Ibufen dla dzieci o smaku
pomarańczowym",Ibuprofenum,zawiesina doustna,100 mg/5 ml,1 butelka 120 ml,OTC,5909991238155,Medana Pharma S.A.,22692,Medana Pharma S.A.,PL
4091,"Ibufen Dla Dzieci o smaku
truskawkowym",Ibuprofenum,zawiesina doustna,100 mg/5 ml,"1 butelka 100 ml
1 butelka 120 ml","OTC
OTC","5907529461334
5909990676132",Medana Pharma S.A.,11006,Medana Pharma S.A.,PL
4092,Ibufen Junior,Ibuprofenum,kapsułki miękkie,200 mg,"6 kaps.
10 kaps.","OTC
OTC","5909991099725
5909990847921","Zakłady Farmaceutyczne
POLPHARMA S.A.",17754,Medana Pharma S.A.,PL
4093,Ibufen mini Junior,Ibuprofenum,kapsułki miękkie,100 mg,15 kaps.,OTC,5909991195199,"Zakłady Farmaceutyczne
POLPHARMA S.A.",22139,Medana Pharma S.A.,PL
4094,Ibum,Ibuprofenum,kapsułki miękkie,200 mg,"2 kaps.
4 kaps.
6 kaps.
7 kaps.
10 kaps.
15 kaps.
30 kaps.
45 kaps.
60 kaps.","OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC
OTC","5909990662722
5904055004011
5909990729272
5909990952717
5909990952724
5909990952731
5909990952748
5909990952755
5909990952762","Przedsiębiorstwo
Produkcji
Farmaceutycznej HASCO
LEK S.A.",9527,"Przedsiębiorstwo Produkcji
Farmaceutycznej HASCO-
LEK S.A.",PL
4095,Ibum,Ibuprofenum,zawiesina doustna,100 mg/5 ml,1 butelka 130 g,OTC,5909990952816,"Przedsiębiorstwo
Produkcji
Farmaceutycznej HASCO
LEK S.A.",9528,"Przedsiębiorstwo Produkcji
Farmaceutycznej HASCO-
LEK S.A.",PL
4096,Ibum,Ibuprofenum,zawiesina doustna,100 mg/5 ml,1 butelka 130 g,OTC,5909991248109,"Przedsiębiorstwo
Produkcji
Farmaceutycznej HASCO
LEK S.A.",22797,"Przedsiębiorstwo Produkcji
Farmaceutycznej HASCO-
LEK S.A.",PL
4097,Ibum,Ibuprofenum,zawiesina doustna,100 mg/5 ml,1 butelka 130 g,OTC,5909990929887,"Przedsiębiorstwo
Produkcji
Farmaceutycznej HASCO
LEK S.A.",19522,"Przedsiębiorstwo Produkcji
Farmaceutycznej HASCO-
LEK S.A.",PL
4098,Ibum,"Ibuprofenum +
Levomentholum",żel,"(50 mg + 30
mg)/g","1 tuba 50 g
1 tuba 100 g","OTC
OTC","5909991092511
5909990797653","Przedsiębiorstwo
Produkcji
Farmaceutycznej HASCO
LEK S.A.",10925,"Przedsiębiorstwo Produkcji
Farmaceutycznej HASCO-
LEK S.A.",PL
